Chain Start,Chain End
42966979,33901248
8476995,709657
31799485,78364715
85238209,10094575
84096748,29719188
38961589,68485654
83315952,65342175
95785886,2301139
92570171,81044870
466520,94227800
78943608,85618422
59856661,41795639
62070390,9536930
23251697,73839658
88558424,73580464
35458920,73899085
44130557,19868413
96977475,78058634
20274461,54110179
39100244,79700606
21832151,22471069
36994776,24510577
70928371,12959649
85582025,19875309
39811528,4357663
49627320,8716687
96716383,23440355
18833002,9689378
87640058,10319101
50435619,49516241
40384183,2373783
37898679,5453273
87685850,64179735
57589877,98324146
63549826,65236865
23043817,15163082
87262308,6788819
62286378,78761023
23565518,31103533
70777289,27267973
31520402,615766
58319435,4079495
77588414,34252056
1325278,3243181
86532199,62684774
25731784,42477855
375721,51150694
59850422,6068408
59554725,65111854
59089031,74989528
29219380,9119683
43411196,68043033
10071111,54977040
50809226,93165684
3505537,82719325
95557858,56089899
26525257,71932740
10429581,51086145
32512821,41161725
26744056,1271919
66225777,89411961
3647276,80579996
66443004,40056001
33951683,11065147
58907014,78630155
82180213,74126420
12259561,54033989
37100500,90927049
53847191,95088696
15433573,23745181
23576006,72508879
5622789,77967595
40414027,30976210
67532388,7303083
81531242,26249688
59375900,77343310
76613524,41557218
62662177,91537948
25487272,49170733
23260562,18455280
47677203,78317355
37085063,71373648
16476466,91476704
77682474,32941827
15486662,4843853
76608042,30922017
21012705,8982621
26113980,16010640
96278699,87017770
9447464,56975293
62970415,9665810
7359806,11393939
26912140,72299038
25526697,21125494
78126209,55415472
45744325,56260106
46381713,32626555
47501818,8268038
12837013,93849955
44941547,32017682
16453736,10341669
28671991,89618257
67341503,12348520
98796646,75405741
66885468,55346331
39485747,14767472
43799174,14962354
34892572,86889135
88271918,32980103
86552407,73800848
66152390,62558642
51369388,8651221
7654396,1135764
60667397,97239275
95360097,7399067
70667617,90764442
3553461,65769843
121198,30082857
44763517,23952870
76827673,8911932
11202388,53013199
54469313,83238947
49193773,64108810
60324769,1879442
80682083,49462048
73601158,45049790
59910603,97430968
5116887,9818388
29548652,98499202
10862666,68672783
81489059,1682647
60021151,92740146
47112026,14563175
55185021,90264027
74289847,76579335
63165018,4586512
44773345,31431057
54545880,71029596
2170033,85039813
64077223,42977710
64992915,2607807
60664398,40002116
20305626,70964667
29743160,2074490
34225163,82127206
83049570,42178077
68307339,44930759
35705516,45328168
95101433,7903099
71245166,39262214
42216606,5944920
50995028,62474016
44225326,21317104
45500369,43406991
63261293,78899987
6111194,13396692
19460850,36013159
11984129,67045709
91265718,1711837
5667994,84193665
5906623,38503035
74942756,91705214
32479577,8209537
40146669,39873968
2859461,91505732
14291479,78529638
97234676,48052000
13611855,49550918
68358243,99739751
55108178,76888350
66377145,4319263
91711307,35538894
4516698,95586310
67350312,7274774
49481823,36395570
28172620,65759501
91157523,60223766
57085439,5057566
74810660,58205907
7578080,29614370
27321470,64946182
66495787,23590843
16143936,15767470
51388292,78337441
53414775,25716110
1094513,8883412
28411468,36291565
91291628,80379398
88664790,8166483
86718118,36393447
46038652,30598696
43829493,91505292
62617051,5647792
4051868,9641433
26256868,72141452
57048194,18795623
28677030,69081802
22596505,87524944
43305121,11257077
94642940,89119328
89249251,1735782
64605235,57344245
59967198,98642603
42409398,34076429
11220767,79252650
67532511,73746165
93296490,30569443
32666140,35587373
55662017,79883595
53618654,62217745
59666314,40998634
82924739,95601451
43938536,21525430
2102297,20693390
40604143,1535816
53979144,89557668
93594751,46047980
71559866,60664223
89851722,96751719
62201548,34725035
99830062,95937973
33415047,17563031
83423061,2775705
54301378,3127380
97722758,60235463
71190199,82463716
72422299,67333980
72069189,51358655
3896156,27707402
57438733,8704857
24168561,43116079
70903158,59137419
2001443,28102963
12184418,92790647
51165833,3645562
6832020,34102229
73302563,793372
3758653,26477089
49157196,5908659
30360304,597303
62683800,61320022
13019636,21261377
34958295,33482110
13415333,15017970
24701528,5562826
78098366,6689806
92812427,1267705
45864589,6303703
73923555,23633436
65660814,16543283
1156249,4306714
41795953,16259163
88089931,1636341
86674259,81389402
44153798,89434072
84673062,47254805
2078468,58532620
52289557,6094075
6265192,67987348
41160003,48984133
52417654,14853519
51176430,46520258
70989015,59244332
29897996,86378551
57693421,65971479
37998310,36587166
73477340,68310194
83241354,72530088
95429571,80816787
80932031,40385680
86980759,22603248
29635777,82998899
96717464,79253268
32390202,62257463
35811023,40245046
72020432,87397013
99956711,11798805
42338482,82738816
78923286,90853473
1242392,50557746
64133608,38783493
64405968,48500491
3923374,3593249
99992860,64205736
50472599,13292025
6705676,34407549
95163279,2805412
14557264,42589978
91120380,70757258
81120082,91808354
29633907,2093513
43105175,7716850
5340766,98667507
42048282,69253349
7693717,10241604
76236297,76609540
79747442,1296750
29337537,39844709
85505261,6848050
10054519,21248627
47644738,19015539
71939854,13883467
27004751,90832867
49123243,52142988
38369685,9559211
60046299,68420198
57290214,10558464
96304807,70560995
34797634,10127247
93333846,4481101
58229250,16265508
25457509,16781747
76655992,51717706
14460801,2890240
17323048,31167977
40046680,20986824
67195266,76281509
39358199,82589649
83200660,92172322
66198148,77014892
56205474,7214565
69321032,8700282
77353909,2315513
45586768,47624411
70412507,70690367
46976002,61437370
76862041,27094131
88615754,35216746
81568731,91076825
12542841,3812639
35136028,10806793
63038208,65579224
16051446,6523469
47049608,8181804
44406020,16393516
24467434,7250461
34026613,65138586
98859017,1634575
37633852,18586420
70202183,37596814
1000017,85622944
92440487,69903725
14456959,3871824
22353003,43452345
48458263,98806436
49185285,25131706
20411272,2769533
46179819,7731735
67386526,54920473
47988560,50000156
93088095,63020795
77151057,89477697
37395796,32717673
71792472,53996165
9618868,20647178
7029182,90880082
92170665,10201926
52630610,40157976
8623622,96825920
95214709,13290021
25040039,19700180
80414813,29181919
85853437,29466913
28176419,82014964
52029811,33157093
32504285,13360950
71465372,89662491
64993006,66792541
85966930,54533790
71237494,31295536
24701927,57569352
5167519,76208496
97562552,23129213
5234567,43236655
96917422,92133664
7844672,60229491
98436426,80454884
30987157,43095518
10466489,50864799
32465596,85924094
32321771,80683242
16265133,1193431
4241974,69625940
72269882,6382733
35735181,31918227
16049163,95162108
33590527,39349898
36640788,53225363
33524729,67632200
3862664,83655692
68086036,62876870
34543159,10290788
26858999,22483668
70595939,16588343
11888869,64275047
84621142,21130799
36248742,42677047
32643015,80386521
60510485,47891711
83808685,43074496
54550808,10099425
25000769,46554
27049335,18485168
58853689,31703311
74080381,30766311
16588370,15532099
5463170,349088
34461542,40330156
53468469,78915305
82530750,75048801
72450848,93770590
98261161,39286858
81266562,80878612
55005357,53447259
73040581,38185499
3226744,61842624
65078746,70055876
95526284,54217402
28691988,71652096
84287044,40899659
43360272,12673224
71048938,28063256
41804274,51977630
21217364,66962532
52477308,38479411
16336101,53614045
79156183,93971345
25990218,71421709
76262511,59950994
93107667,32360783
91873080,4423082
79802377,63576518
14987791,98840054
41748107,91440379
25237964,81345806
58351550,43302836
91252580,62551019
19805636,87046818
82284787,97691089
51744791,37303879
71575490,68512419
64277923,117313
72479146,51382089
81755011,14071453
68055896,79982919
3686792,24654556
4341560,65955964
49566278,69923208
80072010,48549101
87997386,77232079
16217615,66115265
43841371,25333727
64296945,8799998
46568342,5244573
80419356,21623385
54001477,26299658
35157910,8904879
23693243,3000462
84016846,55147266
2283134,28122192
95114597,94937402
10881225,2941818
27962782,21526786
97284093,41634116
24538830,47430338
26674450,35508845
83374531,86660335
47362063,17151631
64586453,55895065
25322505,75964619
9747430,66711594
32662314,32174104
48662035,18485265
11531640,32708391
10383650,58404832
98874084,74300612
801727,79281205
57961091,57783202
26780796,51861870
97176963,47680111
31008156,47871789
52125142,27191562
39899774,56771868
15571043,53905239
74206787,66884514
13507156,76212549
50269604,85445377
12946879,96685768
36652375,8371311
12365917,25552626
67496628,70949483
85268083,18204779
57394050,63877132
50767293,38584238
20439191,44875397
83799649,9633452
32935884,21328549
12832348,68265572
95894458,71264067
14832434,28778713
86055593,78260810
23480268,37870412
11242519,96881138
72846106,19720799
15138452,97880683
7201300,36559352
41683587,75581168
45682970,66368480
84977924,39231249
38185003,89510421
58722974,56610908
6226151,13352201
48583739,81451454
67102099,5349356
39357715,8831124
19694718,56443975
5567035,77220586
31069451,30611635
53566533,53421669
74488672,20273290
73720102,3377939
98093509,9908123
33540433,16701471
30067018,62370354
18280660,561692
31000675,35172166
84827287,54016400
74157118,15833088
1833259,3141150
46599220,53779873
93800762,84822965
424560,28692571
99216512,35479003
47394932,89104579
3027201,21182743
87085557,79127792
26487886,80982392
7631336,2241875
7254457,54110056
57711861,35638904
710425,4266769
58891258,61880845
72688168,19277337
3580725,13197677
69445091,24376701
63044995,49206408
93240562,86434321
72897498,27491635
9099256,18339061
15898373,99682069
20309731,74108486
60294231,89296947
40118523,66457961
43609193,19100400
3965574,2299276
35125910,89250811
70218866,37293152
15098004,89590495
5896342,43017699
34638883,9791638
4809451,20673157
25611189,1102137
69178162,76648550
43137866,26701337
84578433,76102554
73868506,91985955
30792250,83267556
78304585,63165629
48896533,49100349
98821898,48408669
15889476,55622467
35752572,87113319
85730247,88197535
84723117,877044
4593354,74150839
45552650,85444031
20339867,13582170
91989694,39144711
94675361,86938762
12673989,52256509
10827777,66758001
55504631,511685
49306826,40918370
98231546,17225008
77854963,92438224
10470459,59698060
49043959,76917188
51448720,63106076
64922312,84437034
44925543,81573884
92742969,93687593
5695494,33387503
31182247,69415753
13590625,51996144
94501978,58957424
65469169,326096
16895214,7629873
19470669,878812
21668623,9391761
44652974,59892410
27565017,27263483
5285635,38712047
8009831,46450596
41086895,77823030
78045853,59682957
6358615,10900196
11220426,76988379
70405402,66267598
14928803,61231400
694435,63088655
62199738,48139561
87172312,9063964
20998294,15954211
62684227,61666834
53919446,15529072
68815656,95093990
73025526,397049
175345,33558356
65623401,18586295
86647606,12615948
41477074,32925340
21762924,5433111
77948693,1929960
88132764,39635044
21441236,3162443
55758804,6352275
16172557,1532441
10261370,41910998
32179625,20533948
74890812,39744209
36390905,93369692
93362668,38639919
26618089,85985525
17031628,12870882
73158329,71337455
98567907,34002872
95565907,75077102
93311790,57871754
29287360,49013281
75161124,1994732
13840825,48714327
78839278,30294654
56241111,75235498
8997107,38730180
91864255,76738947
20306448,3568442
39305776,3277044
18235347,7508442
518014,53571284
67647172,67679132
87127625,65769532
65963055,9450741
2689592,59940855
80165496,93458350
61308918,46091330
81837608,90995102
50498333,22737470
49396137,2820051
88540960,81988905
86028887,43374224
17834744,84788305
1249485,51692953
34225385,80889915
48506569,65589968
97633272,38002664
80947890,70682151
38429003,92013937
97333758,50799572
84489626,87048596
44749243,17003701
39203383,21575797
1625226,37935924
87793197,44799683
46633531,10381342
66551110,78441662
16369128,94497114
32864360,31091677
86779264,40089265
92023263,37814618
33518706,58021505
84631382,72129102
178006,92187818
41832155,30202257
10925076,54281529
80417382,61919766
71794622,807083
96943281,84746411
45910715,94528298
62976346,27190252
93402854,81935284
76469325,80292447
77574114,44317186
63192740,35334052
9927882,36586456
75822905,10095843
42862715,30273797
6215911,62770041
50989063,19889624
72337610,5953343
38177483,49603871
94775005,61263823
20380832,59907995
1238801,5821639
94349462,53250248
15637705,65559587
95977352,48024845
85908455,10252728
40463507,83872809
51681390,41545603
9364364,80995660
38323711,61818118
1146316,26397982
41699851,57771350
50815114,33730000
47703755,16356671
56610176,22246277
27913537,8477221
97179451,85664167
16605558,517688
50745307,651688
82769370,33927496
65615549,46731261
40681151,88947730
50126538,60040432
31757982,27895708
86404773,757866
9710389,48397276
38375316,78422730
95758363,88048052
29661488,34907936
3546650,58559066
52919309,80109154
62093051,37708273
29696933,18311372
23110828,41724266
93914341,62870113
69725923,70973381
40072040,49500312
79797541,25166313
98693012,45612505
92011924,46148358
59421232,11195492
54986214,32144017
79554842,20071542
54719488,54030763
3205996,53575290
21845400,97031182
7091207,3311205
51977016,53676833
43765500,92448821
25853196,45643211
9873089,71862307
67320700,86872616
98149318,98469366
6282845,39198443
94968200,67635502
15151188,37409674
47166660,81836624
22087329,81681845
17990681,69528638
437557,94755676
52809092,98262408
99509914,11686507
16494180,22032701
49492229,62255141
13699937,79960145
34141045,96927811
5832918,60884030
94675126,99501900
90403057,23803144
56957128,84626937
90615425,34384057
38836287,26501298
43952799,82644596
9910075,48738286
33131120,3599825
63782932,58368089
3616793,76234061
4111242,7974075
7693602,23095023
67174344,77130803
36539030,20574432
39721389,10795664
60511184,49115667
90232198,8632624
90006830,39696496
64270173,2646231
70236788,89774145
34144581,76383983
26841813,96239825
62850691,49885193
44342295,55344163
35330979,24751716
98683603,37789122
27375676,65332011
39064594,98519793
34307020,24769104
37937616,57992170
88485175,82922777
34071203,42791915
91172016,56434650
37324411,20914071
65558105,7429271
22092261,53832806
4414963,48156628
34555287,82158047
12155801,52185240
93652451,47878227
65691649,24938568
96965769,10526533
81469908,64513899
60003563,7292797
78790308,42137139
86703760,53217229
68884765,1197908
96513295,6571401
43997790,49400583
90576034,54619933
95429061,23239461
32047939,72052874
55260743,23324686
67177264,29024138
69026041,44125034
52319695,40727478
15364347,26896433
45760093,10071958
90783153,11229459
7291335,53010279
64278893,19490591
61615909,58529007
80488957,27547634
60089186,8076855
7175818,56961275
83914561,54696391
92821624,387017
13920670,66825231
743361,8795291
83954193,98534831
74347162,48066145
66800305,27688190
13636012,87313276
28364546,28626883
94790929,37936478
71829679,3274507
71594543,45906503
11091567,72185716
17658531,5021586
13491228,54979969
24293012,768023
48986187,40387360
94608611,52486223
85630260,66247065
199156,61602864
23183136,3158194
57406721,55671026
33263319,14664227
74251499,73192311
98148328,31454643
90112969,10738414
63895400,47106843
43472582,67077314
19499120,93308201
60211002,1390981
98527678,56167264
44074360,61680856
38514773,39078118
99910445,30851235
88470546,8257712
92274779,99110387
96601885,80275687
9086695,1777501
19649299,69852640
4915382,97094091
90778332,43060638
12544975,68835227
14028577,45851500
99534822,83419868
20357210,76644705
23846244,29914724
4405120,55799559
32981987,59359931
97084431,44655665
27879869,45991713
12766075,18988460
12613373,20033363
62254808,97495164
58940413,32680485
19158261,25399031
85526475,6336067
10028017,60364532
5714663,60127770
78977924,72052165
70362279,3302371
47764129,68290173
1571806,83693498
5472470,30036611
86624627,10926402
42342591,60576970
44692247,87529368
29213156,64950121
40388156,59244025
99394219,16076654
80555924,92577698
70368588,64022402
93141188,65903672
77267530,7820109
95112579,7119376
22556318,83030232
45230328,14155866
14952384,50668590
27057496,45817958
89398215,88220874
92610544,38477543
71394735,65637708
11022335,41910132
12426981,17026107
64809051,2710614
63939751,130133
18028345,37589995
34391574,24913012
4550522,63052396
66199878,43876381
81844215,59585338
18217938,79829599
60733102,7159002
39489250,95264222
12437802,35166615
76283326,80873484
26612249,98104762
96620993,37915728
41504936,17169663
43411206,78030146
14019465,8638245
15662125,95030504
96304414,657512
16503884,90434580
37852352,388863
33855961,55880356
34136415,41982016
59971776,78391296
63517433,24828780
44749600,46488030
36772204,69344867
6450827,30044290
72454364,36938513
50851526,62224631
67265957,45629822
86704224,96968632
23196884,83279416
77237819,4373903
27698557,72322051
88305627,34289339
84734509,4391773
77346713,37592410
63184211,60735023
82155264,68884131
17194913,32409784
88967097,4800828
47767615,8641366
78962568,19043611
93974989,35853940
26843956,25674028
34977726,40334175
26061157,753159
78898037,23673594
97861784,79837875
85179814,41187831
52864999,22956182
58264229,88918887
58306152,24548100
94567207,6751545
60961769,72935977
91551159,45842012
12907215,32450502
57641257,96130217
85309554,58607664
68034916,97322373
22911718,9844365
57355558,61049309
67720474,97096451
45659324,82628284
67487367,85969360
39670546,39706050
95688316,290313
23152075,61108931
79435594,91219646
44604379,82749270
21439687,51213700
49967712,8419681
19903105,63143778
44341980,44251975
67680078,25332886
28136410,9576653
45868095,7968173
40036968,4745709
73095458,3084687
82916902,28164049
24698837,69798237
21860228,4173179
30141803,99396447
84640613,35582851
53622598,43862845
1418501,3021309
13471999,41480238
67201581,11873302
90128705,16778607
57418158,7048582
38718456,86384124
165367,86109238
96885871,47236881
82904820,42804039
51304746,35465918
857873,78807171
19609578,36171378
63401997,83546133
15543340,69903080
42541888,7404274
14876544,1335038
43289049,89346126
72702090,48565915
33651615,91288643
75785508,95651938
14510925,51310984
70252433,47480667
11002520,49074413
76329058,74608459
8355996,7464048
61412159,63789751
44054440,38683042
1699047,78464809
27622746,25448767
90302248,60775763
11641092,8279967
52940471,96227622
26368623,54138050
69927472,54587990
99051795,7087742
12892489,63322070
20005721,89530132
20367255,55710903
49611506,33005863
79185586,50115174
79598786,994558
42480287,3845495
60896595,4711057
78205348,57464017
14596845,30267768
67347828,80350681
73048057,91150806
56470348,22752922
87818908,78147924
50430167,122869
93563592,63480457
12991757,69622757
82799981,59878266
75566312,59678311
92332687,86860004
49419607,34986280
41733746,31769998
25469228,64071656
79005146,4557997
66952479,43163470
51308774,94880501
96048882,49739259
1247655,5827638
25058721,6925495
46665293,2139915
29473904,24989930
95112570,9206994
90833119,38903425
74058624,53602378
88199198,46044069
56347143,14896342
42882775,91829636
55228177,41883809
37949609,84383270
26810481,3012712
6390743,2601938
67709800,16938610
75606254,93718807
75227162,77657509
170938,28897241
1596867,32780680
720051,79166177
9814166,41723767
88610585,53093863
55859536,51859650
13578066,18295823
26585772,40165109
9619492,10659449
46048098,6753203
49870535,49884659
47427550,45485866
46496817,90806507
5824523,4452063
11950714,17201910
70193744,11205322
42702023,40806847
70658170,71292703
50101676,14479564
74630541,8472221
94666359,45159083
98780876,11153412
40302243,1988080
96493020,44437076
80732826,19547916
12310089,36023166
95761170,81809571
68601649,10282942
8915374,16830420
91153641,42012280
9550509,3210629
94342610,36041868
61530652,1003826
36057579,76598979
96583964,7824301
49989458,88026176
26690096,57769551
68761376,11277908
86929763,4394225
85266199,78251413
73092896,92730189
24452586,828929
63003315,74171175
95615846,61414529
71683006,18976708
44037622,93206326
11934157,2362041
3524790,15422427
2079583,56797621
93079885,42290089
18578267,7682053
48451976,15451085
16682607,75697220
73644460,47580094
83163370,30847895
11124303,11444447
33740468,14692224
27340559,38792698
90245670,47216918
96099158,2421057
54123190,10024229
92624638,80353262
32067346,52253749
4964252,1061128
24182907,62113189
96191401,85448031
32666079,66349336
49328634,81256505
58811614,56230901
27630577,36937800
23042039,158037
66267278,30908630
62823108,42354901
32399032,68374861
70974875,11317777
13493303,90876655
4550105,86262856
66323095,95246226
89003436,1624188
4164532,77439920
71589087,29771960
58243392,81813250
52100620,56225176
45521089,8681971
29816057,77535528
45381908,67852198
46115456,29213861
43384201,24123884
4286856,82729972
55642146,37617458
5447618,4639620
16623689,25011139
8105576,99865728
6501155,23615449
6619410,65982307
81704629,74020930
65172743,45772181
38144352,38990836
36418172,45201732
15418450,72150180
53198154,17724361
26233223,81757153
2965530,13655788
16431904,54009960
83105838,8497065
28449755,66437206
16432632,33017057
31608117,52257968
34340684,10855888
52823775,6773197
82649417,34910645
8361341,9163940
66720094,27067669
71510456,1628326
6378516,6162627
21758711,57388854
81562770,21320239
43458430,9532972
31369542,22184330
62357506,10871536
94774803,24613057
83619976,31630910
75004610,84188568
38630971,94717966
44336500,37073585
28924231,25966479
90625702,57724668
46361886,100910
23747446,98281723
47979667,38773359
93142422,53451362
31639113,31603574
551831,24844166
61115955,11516325
77671463,63954775
77282984,65052547
9073125,15039801
54607188,23773919
79156405,6837924
51486685,7578412
46662403,44723107
82905193,11833382
20875271,93557109
20214254,14001141
94921173,30184554
63212985,37912862
89940471,67069008
30329958,37461544
81624413,2496216
92479332,88284765
31714736,59887453
75072215,57141797
37730765,66175864
37468146,61475076
79242426,4759146
98585360,50753404
9552042,10524263
12193410,98537474
57146924,56893745
69922491,70579225
74648244,56578843
54714495,24684838
27425161,59595589
40376887,11083291
76350324,43857771
60072655,59856865
71260974,81714706
40011233,6569126
33445675,48374048
69235100,74923561
34487148,1394268
66284504,47384082
99413803,82329701
98534584,55647207
98551749,91044397
29510069,6154260
95991439,6231325
29809741,34404877
7805486,95503977
68354446,80188756
93920882,82283309
97874188,61853126
63905064,49435818
22959625,27582332
54177694,84572458
16667586,92970961
11644376,4072788
93704278,14710701
72312452,42611884
68762851,2739994
68587419,38094459
38984630,40130073
45247563,22269628
72848938,87405202
84208176,67921941
13526075,9685651
63306550,54834883
22215403,43288729
15084254,49608337
52209480,24762601
74670100,99251720
39390726,1768226
32435891,42678439
80397304,10646950
94358831,67242689
62100041,1672722
60320798,64947437
97269297,46109719
17902999,41312594
57104457,31832787
4880035,93891177
45396477,15043347
26487250,35378383
91686821,87218959
14407429,35988984
13109922,86905653
33593434,7863427
7059237,85195640
60590683,9135644
22923247,31351223
58900149,78129618
5729445,90197452
84710421,87371603
72772146,14677407
90731045,56583511
35276593,50312294
25372673,63593018
21953626,31671922
6568444,7104464
20340439,27710170
72238838,86309235
28692818,49878424
64807170,20158488
61098711,6888508
33988303,5158783
25369765,2696820
25856581,40811101
46701659,44709300
89952848,9697555
26143293,16549458
86312624,85178188
86779403,99547435
7042308,4546402
41066221,55837980
22451012,28050263
58400395,92949598
73114457,53482061
72528026,44549708
98549386,90202987
27238456,94246964
5740353,90138786
28500671,93906985
21495675,691332
35159593,10230603
83630702,74613893
52845805,95207279
61821029,68309858
69794321,11694673
20691208,87354075
69145523,39650351
52863007,99593198
69680125,9172468
24736743,52073079
57452674,80334339
2107995,65239420
48791134,31335818
27282284,26630096
60588382,13344737
25948749,21993731
15015420,90770595
93219192,4066942
21601070,65301511
89589986,57206603
67391794,2334951
41399790,90458061
61025382,35510651
52457049,88899973
10518152,8223092
12514018,22706752
32863653,99282075
63974339,35889391
34745159,2277235
81707084,6281764
27272446,83458714
91742217,71261369
85933309,17048203
73549365,52401158
55451051,99157670
6496116,44371871
5439344,82259191
409837,50786387
11221187,87768
87242106,58810341
26859746,48827825
41906643,5153135
25768809,73242485
66628507,23218291
1917949,3072518
89005321,9606007
5313849,2614240
28014570,55816236
9846989,8572468
81094344,55596876
6446389,24176505
10062987,70993856
72993603,55948417
30812244,26403693
94956753,41053887
48852755,98386912
22106760,29938049
7648717,5470794
18235203,50582195
54191206,54753738
62887658,76314056
36635183,66038297
14579726,1036161
14863490,44471061
96072392,30664581
84272615,59780613
85922891,32114628
48917684,32612491
2505004,73081447
73127257,9321442
59858153,32915838
52902124,6238149
20079880,95702414
4281392,94271690
58914042,83871085
24657890,59328850
75611950,82610576
76835709,5851605
61988860,87039542
14479488,40863295
40085079,23524387
7380085,50118618
78536491,33052147
16463866,46425980
94352092,90604615
44312477,91731658
77795426,39391760
61679687,58232
41037397,40530921
25321628,8392641
72706982,99452105
68479801,90576727
52683132,49847988
36403951,78059246
49563436,92717657
29553824,51728788
24222940,94265875
50155254,55696628
38607035,68754016
75628306,33299513
22915718,756002
81151484,84024934
4415951,31695563
64058927,72919050
10823344,57396514
56277957,95074351
58978722,30625438
62317193,20701946
49538125,1545702
34715327,20353846
72266824,19894669
30061469,14360273
60583073,8069690
41834159,30339009
42789,14216412
70932078,11851843
85477870,71279622
78474714,8091487
65879062,46159918
42405938,6454224
54227859,91054650
62177650,67623255
104390,76996233
89480225,35625411
47896220,98416060
37766178,1531558
52830736,61385613
46690085,65423072
44200381,41545740
92004736,15109549
11219516,84591096
82148194,73931029
4794050,98174410
78792489,63005519
29858272,72893387
77460713,49871235
75409175,761742
97613287,4015307
55312969,84539255
25217685,87175201
1969136,12341101
38145012,14284562
19241579,50701276
7032362,81276673
19183407,28444369
64313029,99387101
70284455,99289085
72340631,4712283
90247466,19229144
3920571,68959931
71866780,57326836
63261486,73998076
15599181,17741621
56939706,40474406
4845660,9170965
4674038,70739332
22809091,13834864
53186565,92957928
68576514,56465380
244970,38165870
82123230,45966826
11532435,9446864
84056082,70388238
77224198,31868271
53821047,68446548
4805558,9120980
17339230,99934167
60443208,50402526
18918294,22763771
91804625,24954830
46518456,84500321
38703234,27617615
90229811,87526146
88197081,5945060
45230764,53535627
71507680,7458235
27989432,74925755
42434499,89908592
62496938,29325527
84472237,81199786
29893761,26953218
24344903,53858525
15445307,32165112
6458403,78728639
40310919,75988157
70195477,48859614
72431010,23044013
95328473,7083889
89698571,3537889
29041138,72300229
29770824,6932260
72246347,28960198
64373479,83392679
87885832,3038856
19861245,30292937
80163613,63502044
46264862,5654713
4074704,3476715
17403435,2967272
67438185,71292585
97485490,68644716
42140434,17407718
36074752,65942897
75679366,3288853
2559498,27163768
10471979,44970151
12979306,20825233
46274831,21329210
73497101,59330989
57430188,91413362
38349023,10048730
26846921,70802996
41979905,21455755
76445993,2356875
30139266,95648881
47002800,79243992
75434689,89501917
82860246,3754081
40686173,87024831
64852983,95136887
19086646,8406513
56675241,54072618
53818025,52104730
40372144,29730228
78594787,25396246
50673120,17854760
86955803,83090062
6294108,61310132
5557410,83971720
22366415,45875078
94662696,3984649
86431757,53670812
68280720,5555087
43898822,32473874
13435861,47799957
67207878,75108427
87526746,3590674
99871563,40385737
55135160,46180728
37405129,35390543
16387836,38442305
54522221,46155676
39290944,96473182
25225721,62681161
60289662,4596230
21293967,59126811
74684803,1523739
50057117,89070167
15030009,34988661
35098393,2065039
74932816,34490653
36296895,86704706
88801956,70307684
92591600,5346075
82529272,39931262
66584109,77779922
43567032,68492748
29964020,61442295
36934836,97744279
90985008,3358197
3574780,72505364
57531231,5186398
7195581,67679398
91548484,23844636
44141723,16466820
9153047,52008423
4539369,53416624
44676157,20002443
8451514,10367066
21798838,6991438
71271457,38561378
1484485,70668410
44045059,99640045
37097129,9840943
63109371,93509425
62656919,8836213
99123594,4278159
82736896,61227442
84232839,31414365
33201771,6240918
76390317,53423837
97220688,946804
74693433,92167859
16505541,55463832
78257834,72454153
49955443,72653061
42506917,53733217
24428353,96886162
46450465,6031273
7031606,45858692
77504740,79645426
78329363,41505113
98219627,7181487
14158687,77897461
49207734,39364819
30622443,44503332
27659517,51593050
62597046,74747658
94200563,90430104
33591828,8904181
38442133,53008115
31742734,79532473
93731579,91096220
1543170,8128380
75141990,15752827
44703724,38854020
22827998,33292288
89291386,69144926
14844497,55952411
3775680,1549897
41124392,45191513
93000175,2025720
26771504,24586773
92342245,40200502
26272111,5398122
8479871,82659748
34075698,99017462
62907541,2845762
44567376,27926455
51274032,44180911
54555363,79057000
73533872,73913842
66050658,64938201
5056378,4544646
69090018,19065273
59092405,14825899
47062642,87175661
10822151,1975627
5489664,80412761
77380270,91825075
83594611,55297282
5999419,70146260
57996285,34108597
96131076,2799080
29436417,24718781
50214916,86008874
76299895,11270295
47743897,59340849
75875664,41096454
52636598,9056934
97620694,58668217
7900859,65525268
53765007,30084237
22193132,4271121
22432785,37711452
35299253,47529792
6824510,85263439
71000930,89711151
35984980,69250850
89528578,53638923
86068933,5669044
29869489,27289474
7555220,79817200
34615494,45519660
74130539,27238302
96874969,74827573
66989614,93629979
68205344,89196693
25067811,29063142
5617889,250233
71383167,67109467
90112860,476904
39414126,46127312
54120318,48787610
21159275,50382322
26423353,47847355
77888820,42233104
53187411,70196785
15415702,43995659
35302105,37381814
78173650,76535219
48930678,58478706
66246180,87541849
73860242,80159455
25516331,77816360
20089366,58123673
56591758,13593055
60488120,2791202
39277827,88527234
1001117,49141876
38007372,22071427
50069526,68175034
71961247,2308387
54659538,96412082
79862072,77784333
33618852,41508041
63965965,69660362
69050589,20473713
65742675,30252376
68944088,75773617
70955951,656304
82030151,15386228
61945043,96655378
66640245,72153023
10345916,11547320
47494186,22814628
21551028,26726821
44425033,68151044
34564115,76528801
40545661,28184706
38408175,69599253
74932673,84398499
69646289,17331192
17882410,6588569
99339420,3257958
88653814,14170601
64618821,95974230
27844385,3653192
70056934,23177464
32754030,68035203
58875114,97325911
29821972,10120103
56428414,59791472
98492853,6898487
40573028,34386543
36960885,7279342
50115440,79152229
85201218,32454335
10392256,96374815
1198271,62071941
67236473,6443272
74581619,88757275
